xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,yedgex,CUM_MEAN(height),CUM_MEAN(onpix ),CUM_MEAN(width ),CUM_MEAN(x2bar),CUM_MEAN(x2ybar),CUM_MEAN(xbar ),CUM_MEAN(xbox ),CUM_MEAN(xedge ),CUM_MEAN(xedgey),CUM_MEAN(xy2bar),CUM_MEAN(xybar ),CUM_MEAN(y2bar ),CUM_MEAN(ybar ),CUM_MEAN(ybox ),CUM_MEAN(yedge ),CUM_MEAN(yedgex),CUM_SUM(height),height * x2bar,height * x2ybar,height * xbar ,height * xedge ,height * xedgey,height * xy2bar,height * xybar ,height * y2bar ,height * ybar ,height * yedge ,height * yedgex,onpix  * x2bar,onpix  * x2ybar,onpix  * xedge ,onpix  * xybar ,onpix  * y2bar ,onpix  * yedge ,onpix  * yedgex,width  * x2bar,width  * x2ybar,width  * xbar ,width  * xedgey,width  * xy2bar,width  * xybar ,width  * y2bar ,width  * ybar ,width  * yedgex,x2bar * x2ybar,x2bar * xbar ,x2bar * xedge ,x2bar * xy2bar,x2bar * xybar ,x2bar * y2bar ,x2bar * ybar ,x2bar * yedge ,x2ybar * xbar ,x2ybar * xedge ,x2ybar * xy2bar,x2ybar * xybar ,x2ybar * y2bar ,x2ybar * ybar ,x2ybar * ybox ,x2ybar * yedgex,xbar  * xbox ,xbar  * xedgey,xbar  * xy2bar,xbar  * xybar ,xbar  * y2bar ,xbar  * ybar ,xbar  * ybox ,xbar  * yedgex,xbox  * xy2bar,xbox  * xybar ,xbox  * ybar ,xbox  * yedgex,xedge  * y2bar ,xedge  * yedge ,xedgey * xy2bar,xedgey * xybar ,xedgey * yedgex,xy2bar * xybar ,xy2bar * y2bar ,xy2bar * ybar ,xy2bar * ybox ,xy2bar * yedgex,xybar  * y2bar ,xybar  * ybar ,xybar  * ybox ,xybar  * yedgex,y2bar  * ybar ,y2bar  * yedge ,y2bar  * yedgex,ybar  * ybox ,ybar  * yedgex,ybox  * yedgex
8,14,8,8,4,11,4,3,6,10,2,7,5,7,4,12,5.321554770318021,3.4075382803297996,5.063604240282685,4.656065959952886,6.389870435806832,6.961719670200235,3.977031802120141,2.9257950530035335,8.274440518256773,7.944640753828033,8.366313309776208,5.197290930506478,7.45170789163722,6.9840989399293285,3.65017667844523,7.796819787985866,9036.0,24.0,16.0,88.0,40.0,56.0,56.0,80.0,48.0,32.0,32.0,96.0,12.0,8.0,20.0,40.0,24.0,16.0,48.0,24.0,16.0,88.0,56.0,56.0,80.0,48.0,32.0,96.0,6.0,33.0,15.0,21.0,30.0,18.0,12.0,12.0,22.0,10.0,14.0,20.0,12.0,8.0,28.0,24.0,88.0,77.0,77.0,110.0,66.0,44.0,154.0,132.0,56.0,80.0,32.0,96.0,30.0,20.0,49.0,70.0,84.0,70.0,42.0,28.0,98.0,84.0,60.0,40.0,140.0,120.0,24.0,24.0,72.0,56.0,48.0,168.0
1,3,3,2,1,5,9,3,3,10,8,8,4,8,0,7,5.319599764567393,3.4061212477928193,5.062389640965273,4.6550912301353735,6.390818128310771,6.960565038257799,3.9752795762213067,2.92642731018246,8.274278987639788,7.9446733372572105,8.367274867569158,5.195997645673926,7.452619187757504,6.98175397292525,3.64802825191289,7.79635079458505,9038.0,6.0,16.0,10.0,8.0,16.0,16.0,20.0,6.0,18.0,0.0,14.0,3.0,8.0,4.0,10.0,3.0,0.0,7.0,9.0,24.0,15.0,24.0,24.0,30.0,9.0,27.0,21.0,24.0,15.0,12.0,24.0,30.0,9.0,27.0,0.0,40.0,32.0,64.0,80.0,24.0,72.0,24.0,56.0,5.0,40.0,40.0,50.0,15.0,45.0,15.0,35.0,8.0,10.0,9.0,7.0,12.0,0.0,64.0,80.0,56.0,80.0,24.0,72.0,24.0,56.0,30.0,90.0,30.0,70.0,27.0,0.0,21.0,27.0,63.0,21.0
4,6,6,5,5,8,8,3,5,7,8,7,5,10,4,6,5.319411764705882,3.407058823529412,5.062941176470588,4.654117647058824,6.391764705882353,6.961176470588235,3.9752941176470586,2.9276470588235295,8.275294117647059,7.944117647058824,8.366470588235295,5.195882352941177,7.452941176470588,6.9811764705882355,3.6482352941176472,7.7952941176470585,9043.0,15.0,40.0,40.0,25.0,50.0,35.0,35.0,25.0,40.0,20.0,30.0,15.0,40.0,25.0,35.0,25.0,20.0,30.0,18.0,48.0,48.0,60.0,42.0,42.0,30.0,48.0,36.0,24.0,24.0,15.0,21.0,21.0,15.0,24.0,12.0,64.0,40.0,56.0,56.0,40.0,64.0,48.0,48.0,32.0,80.0,56.0,56.0,40.0,64.0,48.0,48.0,28.0,28.0,32.0,24.0,25.0,20.0,70.0,70.0,60.0,49.0,35.0,56.0,42.0,42.0,35.0,56.0,42.0,42.0,40.0,20.0,30.0,48.0,48.0,36.0
3,8,5,6,3,7,5,3,0,7,1,8,2,7,1,8,5.319811875367431,3.406819517930629,5.062904174015285,4.6531452087007645,6.388594944150499,6.961199294532628,3.97472075249853,2.9271017048794827,8.274544385655497,7.944150499706056,8.365667254556143,5.192827748383304,7.451499118165785,6.981775426219871,3.6466784244562023,7.795414462081129,9049.0,18.0,6.0,42.0,12.0,42.0,48.0,42.0,0.0,30.0,6.0,48.0,9.0,3.0,6.0,21.0,0.0,3.0,24.0,15.0,5.0,35.0,35.0,40.0,35.0,0.0,25.0,40.0,3.0,21.0,6.0,24.0,21.0,0.0,15.0,3.0,7.0,2.0,8.0,7.0,0.0,5.0,8.0,8.0,21.0,49.0,56.0,49.0,0.0,35.0,56.0,56.0,24.0,21.0,15.0,24.0,0.0,2.0,56.0,49.0,56.0,56.0,0.0,40.0,64.0,64.0,0.0,35.0,56.0,56.0,0.0,0.0,0.0,40.0,40.0,64.0
3,11,6,8,4,12,2,2,2,9,2,9,2,6,3,8,5.3213866039952995,3.4071680376028204,5.063454759106933,4.651586368977673,6.386016451233843,6.9641598119858985,3.9741480611045827,2.926556991774383,8.273207990599294,7.944770857814336,8.366039952996475,5.190951821386604,7.4482961222091655,6.984136310223267,3.646298472385429,7.795534665099883,9057.0,16.0,16.0,96.0,16.0,48.0,72.0,72.0,16.0,16.0,24.0,64.0,8.0,8.0,8.0,36.0,8.0,12.0,32.0,12.0,12.0,72.0,36.0,54.0,54.0,12.0,12.0,48.0,4.0,24.0,4.0,18.0,18.0,4.0,4.0,6.0,24.0,4.0,18.0,18.0,4.0,4.0,22.0,16.0,36.0,72.0,108.0,108.0,24.0,24.0,132.0,96.0,27.0,27.0,6.0,24.0,4.0,6.0,54.0,54.0,48.0,81.0,18.0,18.0,99.0,72.0,18.0,18.0,99.0,72.0,4.0,6.0,16.0,22.0,16.0,88.0
4,9,6,7,5,8,7,6,6,9,6,6,3,8,7,8,5.322372284204345,3.4081033470346447,5.064004697592484,4.65237815619495,6.385789782736348,6.96476805637111,3.9741632413388137,2.926600117439812,8.2730475631239,7.943628890193776,8.366412213740459,5.19142689371697,7.448032883147387,6.985320023487962,3.6482677627715794,7.795654726952437,9064.0,42.0,42.0,56.0,21.0,56.0,42.0,63.0,42.0,49.0,49.0,56.0,30.0,30.0,15.0,45.0,30.0,35.0,40.0,36.0,36.0,48.0,48.0,36.0,54.0,36.0,42.0,48.0,36.0,48.0,18.0,36.0,54.0,36.0,42.0,42.0,48.0,18.0,36.0,54.0,36.0,42.0,54.0,48.0,32.0,64.0,48.0,72.0,48.0,56.0,72.0,64.0,24.0,36.0,28.0,32.0,18.0,21.0,48.0,72.0,64.0,54.0,36.0,42.0,54.0,48.0,54.0,63.0,81.0,72.0,42.0,42.0,48.0,63.0,56.0,72.0
1,0,2,0,0,8,9,3,2,6,12,8,2,10,0,8,5.31924882629108,3.4061032863849765,5.062206572769953,4.651408450704225,6.389084507042254,6.96537558685446,3.972417840375587,2.926056338028169,8.27406103286385,7.943661971830986,8.365023474178404,5.189553990610329,7.448943661971831,6.981220657276995,3.6461267605633805,7.795774647887324,9064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,16.0,20.0,16.0,12.0,4.0,18.0,16.0,36.0,24.0,6.0,24.0,18.0,6.0,27.0,0.0,96.0,24.0,96.0,72.0,24.0,108.0,0.0,96.0,8.0,80.0,64.0,48.0,16.0,72.0,0.0,64.0,8.0,6.0,9.0,8.0,4.0,0.0,80.0,60.0,80.0,48.0,16.0,72.0,0.0,64.0,12.0,54.0,0.0,48.0,18.0,0.0,16.0,0.0,72.0,0.0
5,5,6,7,3,5,7,10,10,6,6,6,3,8,4,8,5.320234604105572,3.405865102639296,5.062756598240469,4.654545454545454,6.388856304985337,6.964222873900293,3.9730205278592376,2.926099706744868,8.273900293255132,7.942521994134897,8.363636363636363,5.192375366568915,7.448680351906158,6.980058651026393,3.64633431085044,7.795894428152493,9071.0,70.0,42.0,35.0,21.0,56.0,42.0,42.0,70.0,49.0,28.0,56.0,30.0,18.0,9.0,18.0,30.0,12.0,24.0,60.0,36.0,30.0,48.0,36.0,36.0,60.0,42.0,48.0,60.0,50.0,30.0,60.0,60.0,100.0,70.0,40.0,30.0,18.0,36.0,36.0,60.0,42.0,30.0,48.0,25.0,40.0,30.0,30.0,50.0,35.0,25.0,40.0,30.0,30.0,35.0,40.0,30.0,12.0,48.0,48.0,64.0,36.0,60.0,42.0,30.0,48.0,60.0,42.0,30.0,48.0,70.0,40.0,80.0,35.0,56.0,40.0
2,3,3,2,2,7,7,3,9,6,6,8,2,8,5,8,5.3182883939038685,3.4050410316529893,5.061547479484173,4.653575615474795,6.3886283704572095,6.964243845252051,3.9718640093786637,2.925556858147714,8.273739742086752,7.942555685814772,8.362250879249707,5.194607268464244,7.44841735052755,6.977725674091442,3.6471277842907384,7.79601406799531,9073.0,6.0,12.0,14.0,4.0,16.0,16.0,12.0,18.0,14.0,10.0,16.0,6.0,12.0,4.0,12.0,18.0,10.0,16.0,9.0,18.0,21.0,24.0,24.0,18.0,27.0,21.0,24.0,18.0,21.0,6.0,24.0,18.0,27.0,21.0,15.0,42.0,12.0,48.0,36.0,54.0,42.0,18.0,48.0,14.0,56.0,56.0,42.0,63.0,49.0,21.0,56.0,16.0,12.0,14.0,16.0,18.0,10.0,64.0,48.0,64.0,48.0,72.0,56.0,24.0,64.0,54.0,42.0,18.0,48.0,63.0,45.0,72.0,21.0,56.0,24.0
6,11,6,6,3,10,4,3,6,9,3,7,4,7,4,11,5.3186877562975985,3.404803749267721,5.0620972466315175,4.652606912712361,6.38664323374341,6.966022261277094,3.973052138254247,2.9261862917398944,8.272993555946105,7.942003514938489,8.362624487404803,5.195079086115993,7.446397188049209,6.9800820152314005,3.6473345049794963,7.797891036906854,9079.0,18.0,18.0,60.0,24.0,42.0,42.0,54.0,36.0,24.0,24.0,66.0,9.0,9.0,12.0,27.0,18.0,12.0,33.0,18.0,18.0,60.0,42.0,42.0,54.0,36.0,24.0,66.0,9.0,30.0,12.0,21.0,27.0,18.0,12.0,12.0,30.0,12.0,21.0,27.0,18.0,12.0,33.0,33.0,60.0,70.0,70.0,90.0,60.0,40.0,110.0,110.0,42.0,54.0,24.0,66.0,24.0,16.0,49.0,63.0,77.0,63.0,42.0,28.0,77.0,77.0,54.0,36.0,99.0,99.0,24.0,24.0,66.0,44.0,44.0,121.0
2,5,4,4,1,9,6,2,7,14,5,10,1,6,1,7,5.317915690866511,3.4033957845433256,5.061475409836065,4.6510538641686185,6.385831381733021,6.967213114754099,3.971896955503513,2.9250585480093676,8.271662763466042,7.943208430913349,8.36592505854801,5.196135831381733,7.445550351288056,6.978922716627634,3.645784543325527,7.797423887587822,9083.0,8.0,20.0,36.0,4.0,24.0,40.0,56.0,28.0,24.0,4.0,28.0,2.0,5.0,1.0,14.0,7.0,1.0,7.0,8.0,20.0,36.0,24.0,40.0,56.0,28.0,24.0,28.0,10.0,18.0,2.0,20.0,28.0,14.0,12.0,2.0,45.0,5.0,50.0,70.0,35.0,30.0,25.0,35.0,18.0,54.0,90.0,126.0,63.0,54.0,45.0,63.0,20.0,28.0,12.0,14.0,7.0,1.0,60.0,84.0,42.0,140.0,70.0,60.0,50.0,70.0,98.0,84.0,70.0,98.0,42.0,7.0,49.0,30.0,42.0,35.0
5,11,5,8,3,7,9,15,2,7,3,8,3,8,0,8,5.319485078993564,3.4031597425394966,5.061439438267993,4.6571094207138675,6.383850204798128,6.967232299590404,3.972498537156232,2.92510239906378,8.271503803393797,7.943241661790521,8.365125804564073,5.194265652428321,7.446459918080749,6.981275599765945,3.6436512580456406,7.79754242246928,9091.0,120.0,24.0,56.0,24.0,64.0,64.0,56.0,16.0,72.0,0.0,64.0,45.0,9.0,9.0,21.0,6.0,0.0,24.0,75.0,15.0,35.0,40.0,40.0,35.0,10.0,45.0,40.0,45.0,105.0,45.0,120.0,105.0,30.0,135.0,0.0,21.0,9.0,24.0,21.0,6.0,27.0,33.0,24.0,35.0,56.0,56.0,49.0,14.0,63.0,77.0,56.0,40.0,35.0,45.0,40.0,6.0,0.0,64.0,56.0,64.0,56.0,16.0,72.0,88.0,64.0,14.0,63.0,77.0,56.0,18.0,0.0,16.0,99.0,72.0,88.0
2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,5.317543859649123,3.4023391812865498,5.060818713450292,4.655555555555556,6.38421052631579,6.967251461988304,3.971345029239766,2.924561403508772,8.271345029239766,7.943859649122807,8.366666666666667,5.1953216374269005,7.446198830409357,6.978947368421053,3.643859649122807,7.79766081871345,9093.0,4.0,14.0,14.0,4.0,16.0,18.0,22.0,14.0,14.0,8.0,16.0,4.0,14.0,4.0,22.0,14.0,8.0,16.0,8.0,28.0,28.0,32.0,36.0,44.0,28.0,28.0,32.0,14.0,14.0,4.0,18.0,22.0,14.0,14.0,8.0,49.0,14.0,63.0,77.0,49.0,49.0,21.0,56.0,14.0,56.0,63.0,77.0,49.0,49.0,21.0,56.0,18.0,22.0,14.0,16.0,14.0,8.0,72.0,88.0,64.0,99.0,63.0,63.0,27.0,72.0,77.0,77.0,33.0,88.0,49.0,28.0,56.0,21.0,56.0,24.0
3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8,5.317942723553477,3.402104032729398,5.060198714202221,4.652834599649328,6.383985973115137,6.967855055523086,3.9707773232028054,2.922852133255406,8.271186440677965,7.943892460549386,8.36937463471654,5.196376388077148,7.44593804792519,6.980128579777908,3.6423144360023376,7.797779076563414,9099.0,0.0,36.0,48.0,0.0,48.0,48.0,78.0,42.0,42.0,6.0,48.0,0.0,18.0,0.0,39.0,21.0,3.0,24.0,0.0,24.0,32.0,32.0,32.0,52.0,28.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,78.0,42.0,42.0,54.0,48.0,24.0,64.0,64.0,104.0,56.0,56.0,72.0,64.0,24.0,39.0,21.0,24.0,0.0,0.0,64.0,104.0,64.0,104.0,56.0,56.0,72.0,64.0,91.0,91.0,117.0,104.0,49.0,7.0,56.0,63.0,56.0,72.0
7,9,6,5,3,4,4,5,5,4,7,8,5,7,2,7,5.317757009345795,3.4018691588785046,5.0607476635514015,4.65303738317757,6.384345794392523,6.966121495327103,3.9725467289719627,2.9240654205607477,8.270443925233645,7.94392523364486,8.366822429906541,5.196261682242991,7.44392523364486,6.981308411214953,3.6413551401869158,7.797313084112149,9104.0,25.0,35.0,20.0,25.0,35.0,40.0,20.0,25.0,20.0,10.0,35.0,15.0,21.0,15.0,12.0,15.0,6.0,21.0,30.0,42.0,24.0,42.0,48.0,24.0,30.0,24.0,42.0,35.0,20.0,25.0,40.0,20.0,25.0,20.0,10.0,28.0,35.0,56.0,28.0,35.0,28.0,63.0,49.0,28.0,28.0,32.0,16.0,20.0,16.0,36.0,28.0,56.0,28.0,28.0,49.0,25.0,10.0,56.0,28.0,49.0,32.0,40.0,32.0,72.0,56.0,20.0,16.0,36.0,28.0,20.0,10.0,35.0,36.0,28.0,63.0
7,10,9,8,6,7,7,8,7,6,7,8,5,6,5,9,5.3193228254524225,3.403385872737887,5.063047285464098,4.654991243432574,6.384705195563339,6.966141272621132,3.974314068884997,2.9252772913018097,8.269118505545826,7.943957968476357,8.365440747227087,5.197314652656159,7.443666082895505,6.983070636310567,3.642148277875073,7.798015178050204,9112.0,64.0,56.0,56.0,40.0,48.0,64.0,48.0,56.0,56.0,40.0,72.0,48.0,42.0,30.0,36.0,42.0,30.0,54.0,72.0,63.0,63.0,54.0,72.0,54.0,63.0,63.0,81.0,56.0,56.0,40.0,64.0,48.0,56.0,56.0,40.0,49.0,35.0,56.0,42.0,49.0,49.0,70.0,63.0,49.0,42.0,56.0,42.0,49.0,49.0,70.0,63.0,56.0,42.0,49.0,63.0,35.0,25.0,48.0,36.0,54.0,48.0,56.0,56.0,80.0,72.0,42.0,42.0,60.0,54.0,49.0,35.0,63.0,70.0,63.0,90.0
7,14,5,8,2,9,7,6,4,13,3,7,3,7,6,11,5.320886814469078,3.4025670945157525,5.063010501750291,4.655775962660443,6.382730455075846,6.96732788798133,3.9760793465577597,2.925320886814469,8.268378063010502,7.94340723453909,8.368144690781797,5.19661610268378,7.44340723453909,6.987164527421237,3.6435239206534424,7.799883313885648,9120.0,48.0,24.0,72.0,24.0,56.0,56.0,104.0,32.0,56.0,48.0,88.0,12.0,6.0,6.0,26.0,8.0,12.0,22.0,30.0,15.0,45.0,35.0,35.0,65.0,20.0,35.0,55.0,18.0,54.0,18.0,42.0,78.0,24.0,42.0,36.0,27.0,9.0,21.0,39.0,12.0,21.0,42.0,33.0,63.0,63.0,63.0,117.0,36.0,63.0,126.0,99.0,49.0,91.0,49.0,77.0,12.0,18.0,49.0,91.0,77.0,91.0,28.0,49.0,98.0,77.0,52.0,91.0,182.0,143.0,28.0,24.0,44.0,98.0,77.0,154.0
4,6,5,6,5,5,8,4,7,8,8,9,3,8,7,6,5.32128279883382,3.4034985422740527,5.062973760932945,4.655393586005831,6.383673469387755,6.966180758017493,3.9760932944606413,2.9253644314868805,8.268221574344023,7.94402332361516,8.367930029154518,5.197667638483965,7.443731778425656,6.986588921282799,3.645481049562682,7.798833819241983,9126.0,24.0,48.0,30.0,18.0,48.0,54.0,48.0,42.0,48.0,42.0,36.0,20.0,40.0,15.0,40.0,35.0,35.0,30.0,20.0,40.0,25.0,40.0,45.0,40.0,35.0,40.0,30.0,32.0,20.0,12.0,36.0,32.0,28.0,32.0,28.0,40.0,24.0,72.0,64.0,56.0,64.0,48.0,48.0,20.0,40.0,45.0,40.0,35.0,40.0,30.0,30.0,36.0,32.0,32.0,24.0,21.0,21.0,72.0,64.0,48.0,72.0,63.0,72.0,54.0,54.0,56.0,64.0,48.0,48.0,56.0,49.0,42.0,48.0,48.0,36.0
2,4,3,3,1,10,2,3,2,10,2,9,2,6,2,8,5.31993006993007,3.402097902097902,5.061771561771562,4.6544289044289044,6.381118881118881,6.967948717948718,3.974941724941725,2.924825174825175,8.266899766899767,7.944638694638694,8.368881118881118,5.195804195804196,7.440559440559441,6.984848484848484,3.6445221445221447,7.798951048951049,9129.0,9.0,6.0,30.0,6.0,18.0,27.0,30.0,6.0,6.0,6.0,24.0,3.0,2.0,2.0,10.0,2.0,2.0,8.0,9.0,6.0,30.0,18.0,27.0,30.0,6.0,6.0,24.0,6.0,30.0,6.0,27.0,30.0,6.0,6.0,6.0,20.0,4.0,18.0,20.0,4.0,4.0,8.0,16.0,20.0,60.0,90.0,100.0,20.0,20.0,40.0,80.0,18.0,20.0,4.0,16.0,4.0,4.0,54.0,60.0,48.0,90.0,18.0,18.0,36.0,72.0,20.0,20.0,40.0,80.0,4.0,4.0,16.0,8.0,16.0,32.0
8,13,8,8,4,8,7,3,6,9,7,8,6,11,4,7,5.321490972626674,3.402446126965638,5.063482818870122,4.653465346534653,6.381479324403029,6.968549796156086,3.9772859638905067,2.9266161910308677,8.268491555037857,7.9446709376820035,8.36924868957484,5.196272568433314,7.440302853814793,6.988351776354106,3.644729178800233,7.798485730926034,9137.0,24.0,56.0,64.0,48.0,88.0,64.0,72.0,48.0,56.0,32.0,56.0,12.0,28.0,24.0,36.0,24.0,16.0,28.0,24.0,56.0,64.0,88.0,64.0,72.0,48.0,56.0,56.0,21.0,24.0,18.0,24.0,27.0,18.0,21.0,12.0,56.0,42.0,56.0,63.0,42.0,49.0,91.0,49.0,64.0,88.0,64.0,72.0,48.0,56.0,104.0,56.0,64.0,72.0,56.0,56.0,36.0,24.0,88.0,99.0,77.0,72.0,48.0,56.0,104.0,56.0,54.0,63.0,117.0,63.0,42.0,24.0,42.0,91.0,49.0,91.0
5,8,8,6,3,7,7,5,2,7,8,8,9,9,0,8,5.321885913853317,3.40221187427241,5.065192083818394,4.653667054714784,6.382421420256112,6.968568102444703,3.9778812572759024,2.930151338766007,8.268917345750873,7.944703143189756,8.368451688009314,5.1944121071012805,7.440046565774156,6.988940628637951,3.6426076833527357,7.798603026775321,9143.0,30.0,48.0,42.0,54.0,54.0,48.0,42.0,12.0,42.0,0.0,48.0,15.0,24.0,27.0,21.0,6.0,0.0,24.0,40.0,64.0,56.0,72.0,64.0,56.0,16.0,56.0,64.0,40.0,35.0,45.0,40.0,35.0,10.0,35.0,0.0,56.0,72.0,64.0,56.0,16.0,56.0,64.0,64.0,35.0,63.0,56.0,49.0,14.0,49.0,56.0,56.0,40.0,35.0,35.0,40.0,18.0,0.0,72.0,63.0,72.0,56.0,16.0,56.0,64.0,64.0,14.0,49.0,56.0,56.0,14.0,0.0,16.0,56.0,56.0,64.0
4,7,5,9,6,8,6,8,2,5,6,9,3,8,5,10,5.324025596276905,3.4037230948225714,5.065154159394997,4.655613728912158,6.382198952879581,6.969168121000582,3.9778941244909833,2.9301919720767886,8.268760907504364,7.945317044793485,8.366492146596858,5.192553810354857,7.439208842350204,6.988947062245492,3.6433973240255964,7.799883653286795,9152.0,72.0,54.0,72.0,27.0,72.0,81.0,45.0,18.0,54.0,45.0,90.0,48.0,36.0,18.0,30.0,12.0,30.0,60.0,40.0,30.0,40.0,40.0,45.0,25.0,10.0,30.0,50.0,48.0,64.0,24.0,72.0,40.0,16.0,48.0,40.0,48.0,18.0,54.0,30.0,12.0,36.0,42.0,60.0,32.0,64.0,72.0,40.0,16.0,48.0,56.0,80.0,36.0,20.0,24.0,40.0,6.0,15.0,72.0,40.0,80.0,45.0,18.0,54.0,63.0,90.0,10.0,30.0,35.0,50.0,12.0,10.0,20.0,42.0,60.0,70.0
5,10,6,8,4,5,11,1,9,8,11,9,1,10,1,7,5.325581395348837,3.4040697674418605,5.065697674418605,4.653488372093023,6.384883720930232,6.968023255813954,3.978488372093023,2.9290697674418604,8.269767441860465,7.94593023255814,8.366279069767442,5.194767441860465,7.441279069767442,6.9906976744186045,3.641860465116279,7.799418604651163,9160.0,8.0,88.0,40.0,8.0,80.0,72.0,64.0,72.0,88.0,8.0,56.0,4.0,44.0,4.0,32.0,36.0,4.0,28.0,6.0,66.0,30.0,60.0,54.0,48.0,54.0,66.0,42.0,11.0,5.0,1.0,9.0,8.0,9.0,11.0,1.0,55.0,11.0,99.0,88.0,99.0,121.0,110.0,77.0,25.0,50.0,45.0,40.0,45.0,55.0,50.0,35.0,45.0,40.0,55.0,35.0,9.0,1.0,90.0,80.0,70.0,72.0,81.0,99.0,90.0,63.0,72.0,88.0,80.0,56.0,99.0,9.0,63.0,110.0,77.0,70.0
1,0,2,1,0,7,7,2,11,8,6,8,0,8,6,8,5.32306798373039,3.402091807088902,5.063916327716444,4.651946542707728,6.384660081348054,6.968041836141778,3.976757699012202,2.927367809413132,8.269610691458455,7.94596165020337,8.366066240557815,5.198140615920976,7.441022661243463,6.986635676932016,3.6432306798373038,7.799535153980244,9161.0,2.0,6.0,7.0,0.0,8.0,8.0,8.0,11.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,14.0,16.0,16.0,16.0,22.0,14.0,16.0,12.0,14.0,0.0,16.0,16.0,22.0,14.0,12.0,42.0,0.0,48.0,48.0,66.0,42.0,0.0,48.0,7.0,56.0,56.0,56.0,77.0,49.0,0.0,56.0,8.0,8.0,7.0,8.0,0.0,0.0,64.0,64.0,64.0,64.0,88.0,56.0,0.0,64.0,88.0,56.0,0.0,64.0,77.0,66.0,88.0,0.0,56.0,0.0
5,4,5,6,4,7,9,9,8,7,5,7,2,8,9,9,5.323461091753774,3.402439024390244,5.063879210220674,4.654471544715447,6.383855981416957,6.9680603948896636,3.9773519163763065,2.926829268292683,8.26945412311266,7.94541231126597,8.36527293844367,5.199767711962834,7.4419279907084785,6.984901277584204,3.6463414634146343,7.800232288037166,9167.0,54.0,30.0,42.0,12.0,48.0,42.0,42.0,48.0,54.0,54.0,54.0,36.0,20.0,8.0,28.0,32.0,36.0,36.0,45.0,25.0,35.0,40.0,35.0,35.0,40.0,45.0,45.0,45.0,63.0,18.0,63.0,63.0,72.0,81.0,81.0,35.0,10.0,35.0,35.0,40.0,45.0,20.0,45.0,35.0,56.0,49.0,49.0,56.0,63.0,28.0,63.0,35.0,35.0,45.0,45.0,16.0,18.0,56.0,56.0,72.0,49.0,56.0,63.0,28.0,63.0,56.0,63.0,28.0,63.0,72.0,72.0,72.0,36.0,81.0,36.0
4,6,6,4,3,7,10,3,4,13,6,3,1,10,3,9,5.322692977365061,3.4022054556006966,5.064422518862449,4.65351131746953,6.383633197910621,6.968078932095183,3.9773650609402207,2.9257109692396983,8.270458502611724,7.942542077771329,8.36796285548462,5.199071387115496,7.443412652350552,6.984329657573999,3.6459663377829368,7.800928612884504,9171.0,12.0,24.0,28.0,4.0,40.0,12.0,52.0,16.0,40.0,12.0,36.0,9.0,18.0,3.0,39.0,12.0,9.0,27.0,18.0,36.0,42.0,60.0,18.0,78.0,24.0,60.0,54.0,18.0,21.0,3.0,9.0,39.0,12.0,30.0,9.0,42.0,6.0,18.0,78.0,24.0,60.0,36.0,54.0,28.0,70.0,21.0,91.0,28.0,70.0,42.0,63.0,12.0,52.0,40.0,36.0,4.0,3.0,30.0,130.0,90.0,39.0,12.0,30.0,18.0,27.0,52.0,130.0,78.0,117.0,40.0,12.0,36.0,60.0,90.0,54.0
6,11,6,6,3,5,9,4,3,10,8,5,5,12,2,7,5.323085846867749,3.401972157772622,5.064965197215777,4.653132250580047,6.384570765661253,6.966937354988399,3.9785382830626452,2.9269141531322505,8.272621809744779,7.940835266821345,8.368909512761022,5.197795823665893,7.44431554524362,6.986658932714617,3.645011600928074,7.800464037122969,9177.0,24.0,48.0,30.0,30.0,72.0,30.0,60.0,18.0,54.0,12.0,42.0,12.0,24.0,15.0,30.0,9.0,6.0,21.0,24.0,48.0,30.0,72.0,30.0,60.0,18.0,54.0,42.0,32.0,20.0,20.0,20.0,40.0,12.0,36.0,8.0,40.0,40.0,40.0,80.0,24.0,72.0,88.0,56.0,30.0,60.0,25.0,50.0,15.0,45.0,55.0,35.0,30.0,60.0,54.0,42.0,15.0,10.0,60.0,120.0,84.0,50.0,15.0,45.0,55.0,35.0,30.0,90.0,110.0,70.0,27.0,6.0,21.0,99.0,63.0,77.0
